order_item_id,order_id,product_id,quantity,unit_price,discount,line_total
7914c120-c8dc-419f-be35-11287900f7f9,93829b43-922f-415a-a1e3-db63ef7ddc76,7914c120-c8dc-419f-be35-11287900f7f9,1,139.5,0,139.5
dd334cc7-ab7f-489a-8d5f-4822696608aa,ee49f329-c84a-4b28-950a-1b46ecab3301,dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,1,349.0,0,349.0
4ac9778d-8da8-4ee4-8df5-6ac6f96b648a,0ba6eab9-4639-447b-a067-bdac88bd13d1,dd2467ac-778e-4db3-a93d-ffbc6c6fa611,1,899.0,0,899.0
4c9bff5c-e188-4eaf-9e18-85c35037cd6b,1a6b6a7d-1a38-4ad6-8e53-2ffdbb134f02,03c72ba8-d605-4770-8a63-f881ffd0f9d5,1,259.0,0,259.0
5e717fca-020a-4497-b4ed-51458d9765c7,161d5c87-53c9-4e59-8f89-e3b2d847dc53,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,1,425.0,0,425.0
a39c3bd5-ab86-4afd-b57e-c883d2586d90,16b6bf61-f68c-42e6-a2a4-5909a2dd22d5,03c72ba8-d605-4770-8a63-f881ffd0f9d5,1,259.0,0,259.0
de14553b-1eac-41d9-801f-490931cd9f6e,e3b16d36-78e3-4397-923b-31cf9ee339ff,310c0c00-3fa7-4104-9bf9-0e27dc96925e,1,749.0,0,749.0
6949ece5-e339-4b1a-9ce9-78717cf59d5f,eb9f33cb-7bab-4baa-a172-a0aae44a913a,dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,1,349.0,0,349.0
c1d48a10-1b96-4925-9682-d038b77f69b9,30c9c51f-c80b-4af7-9315-fafa7500f785,0f844fef-1931-49ee-a56c-0941fbf24050,1,599.99,0,599.99
a21c0c06-ed37-4567-8be7-728e6a1aba9d,30c9c51f-c80b-4af7-9315-fafa7500f785,1825bc54-30be-445f-a835-14f2ceb81f9d,1,599.99,0,599.99
ce7968b7-f6c8-48b9-9915-56643d274ad5,a9a54c24-02b6-42e9-808e-08d25d264b1b,134c6c92-ec5b-427c-9fde-4fbf3ff350bf,1,599.0,0,599.0
0af57e60-3be8-45df-9e93-4de043ace875,1017ab44-3b53-464b-bcd6-1da4c2efda8b,03c72ba8-d605-4770-8a63-f881ffd0f9d5,1,259.0,0,259.0
894e7397-b38a-4db1-a767-32d3a502dc4b,5b0334d8-0f4d-4c40-8f5f-9707a008ac20,03c72ba8-d605-4770-8a63-f881ffd0f9d5,1,259.0,0,259.0
0a2d36a6-0580-4493-b664-6199ed25459e,8f8937fa-753e-4662-b77f-a3a7802aa6eb,dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,1,349.0,0,349.0
9caf8df1-3584-4d71-b221-e1c535b86d0a,864f36dd-69ec-49d5-86ec-ed9954470290,63f2ae24-fc3d-4348-808d-4127610461e3,1,49.0,0,49.0
c847b130-dd56-430e-9de9-87a2985e7e89,2ff8107a-63ba-4d86-9b0e-70ad922bda48,93829b43-922f-415a-a1e3-db63ef7ddc76,1,349.0,0,349.0
d635212d-92fe-40e8-b63f-a809ee4d0dec,bd472885-13f0-433f-ab6b-3f08a9a0f4ef,c0e9ab30-ed26-42e9-97e0-11b7f8102383,1,159.0,0,159.0
98986758-9798-40c3-9d44-43517c93cdc3,bd472885-13f0-433f-ab6b-3f08a9a0f4ef,766ecb15-474e-4c19-aef9-12766c006f61,1,159.0,0,159.0
8df21ad5-2d36-4b7e-b3ff-b402a5d5bbf9,4a3abb3a-c439-4fcf-82ad-0d9775aaecb0,db20a56e-dc81-4fe7-8eda-8bbb71710434,1,329.0,0,329.0
2d238ed1-7f5d-41f2-b973-1ea8e9570a2a,f7f47477-d802-43ba-af6c-227826331cc6,1825bc54-30be-445f-a835-14f2ceb81f9d,1,599.99,0,599.99
428fd941-ca0d-42ce-abf6-f6c44e7674e9,ca12ba49-e5f5-4dc8-a1c7-c0f6913767ab,03c72ba8-d605-4770-8a63-f881ffd0f9d5,1,259.0,0,259.0
c3933447-f3dc-40bf-8486-0bee8bef4a76,8a601b92-dc13-4c04-8f3a-2f8d57f731e3,63f2ae24-fc3d-4348-808d-4127610461e3,1,49.0,0,49.0
55773297-0d09-4c73-a448-a3d5d5767137,d456e29d-91c6-41cf-8b7a-123e338aea2d,0f844fef-1931-49ee-a56c-0941fbf24050,1,499.0,0,499.0
b11cc20e-e9fd-4972-8410-5bd15415c636,9979ba46-f580-4b59-b5b5-68d735eb728f,2a25a888-0f02-4ad0-a706-7ef466aa9385,1,199.0,0,199.0
3e4c943a-3dab-4a61-8a69-3650a9a2e9cd,7b6f65df-1d9d-4d80-b47e-3ca0723fd85a,0f844fef-1931-49ee-a56c-0941fbf24050,1,499.0,0,499.0
b62a7941-59dc-4e0f-b168-5db847d28391,5d13539c-44ed-4fd5-9c2c-8fb14de5f2f7,23e2fcb4-72d8-467d-894a-05e430b187ef,1,289.0,0,289.0
64ea1dd3-d147-40bf-ad7f-fe23e29ff19c,29b50942-4f66-4914-8563-5b3048340d51,63f2ae24-fc3d-4348-808d-4127610461e3,1,49.0,0,49.0
29a3e5f6-984a-4463-8d81-42152d490058,5f84e3c5-6daa-4c7e-b575-76022d02223f,63f2ae24-fc3d-4348-808d-4127610461e3,1,49.0,0,49.0
5727bd83-1ac2-499a-bcd6-572f301b5b4e,62934e8e-d189-4750-b7d8-b4283754a771,b92da22b-21df-406f-8a0b-3c3336d8393a,1,1299.99,0,1299.99
c6c55054-3eb4-4527-89a1-321decfbc936,20126ebb-fc9b-419a-93a8-1c4fd3ec1562,c0e9ab30-ed26-42e9-97e0-11b7f8102383,1,799.0,0,799.0
dbd0ad57-8e07-48fc-83b1-c1ec7ba5a5df,b5786277-761c-4a2b-9263-f8e03c5969c6,c0e9ab30-ed26-42e9-97e0-11b7f8102383,1,799.0,0,799.0
5e6e187a-e939-4790-9817-7e4a5415668e,4f75c3d1-9610-4189-816f-f44c31e43850,93829b43-922f-415a-a1e3-db63ef7ddc76,1,349.0,0,349.0
17a85108-43b9-4b02-b089-8400b2932bfb,42650798-4b80-4fa6-bab1-fa122d5737a0,1825bc54-30be-445f-a835-14f2ceb81f9d,1,599.99,0,599.99
362f7bc2-d9d5-466c-872b-50ed3a58d606,a302db2f-41de-4a4c-a25c-ade5dbf11941,a748dbcf-ac61-4e63-8dde-29a6baa4b71a,1,189.99,0,189.99
3565c8a2-bd6a-4c56-9aac-1277be7301e9,de16a0ea-71a6-4e48-8682-2e13600777be,a748dbcf-ac61-4e63-8dde-29a6baa4b71a,1,189.99,0,189.99
1e73b307-f375-40d3-b3dd-8d3140e10b51,11285804-1243-461c-ae34-097ac6ac61e7,a748dbcf-ac61-4e63-8dde-29a6baa4b71a,1,189.99,0,189.99
e586ee20-c73e-49e9-9806-9315ce62665f,476a3991-aebe-47a2-8521-e25e96fbcb7e,ccf3a171-56dc-4907-ba6c-34ab6712303a,1,89.0,0,89.0
d2152070-e4ee-41bc-bdd7-e170e0d0807c,179ee93b-a399-4919-a956-8d7dd57e4322,dd2467ac-778e-4db3-a93d-ffbc6c6fa611,1,899.0,0,899.0
82cc3039-1719-444c-9e5d-531a2477536f,534fa89b-085e-4e90-b12f-f03e923b6567,ccf3a171-56dc-4907-ba6c-34ab6712303a,1,89.0,0,89.0
8f0f7109-fddb-4b80-be99-cb58b601efce,7b2ff249-6565-4fc1-bb62-f1dc842a4b95,a748dbcf-ac61-4e63-8dde-29a6baa4b71a,1,189.99,0,189.99
23648766-a43a-4bdd-8ce2-85dbdb30e078,c4350ad5-c046-45c7-8875-33e56bcfd76f,ccf3a171-56dc-4907-ba6c-34ab6712303a,1,89.0,0,89.0
418b6aa2-7016-46ad-9c25-3a40ba7696f5,ca6935bd-c89e-42f2-a1b3-b9d1f887ac21,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,1,225.0,0,225.0
d2e84094-e19d-468c-8391-a132862609ab,ca6935bd-c89e-42f2-a1b3-b9d1f887ac21,680ac07a-2a93-4d62-bc83-5dc0d9441fa5,1,225.0,0,225.0
10d5d5b8-d448-470d-8041-47f5aa9af6c4,3b089388-e9d8-44b6-872e-4e7aa4d7809a,dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,1,349.0,0,349.0
25c3cc9d-6856-4bad-ae28-7a929f6e292a,bd6a6ee8-191c-4be6-9e21-89dbafef2e1c,0f844fef-1931-49ee-a56c-0941fbf24050,1,499.0,0,499.0
a5d339af-dae6-421b-9111-39c13ea0dd43,cc7a1886-dd4f-4de8-ba91-e144b8d8e96c,7914c120-c8dc-419f-be35-11287900f7f9,1,139.5,0,139.5
ca6edd5a-46df-40fb-bb01-e392505739f3,1031a582-62d8-44ee-9d89-378ca82762b4,93829b43-922f-415a-a1e3-db63ef7ddc76,1,349.0,0,349.0
b8892faf-c691-41ad-855f-8af7d21d637a,d504882c-d6d2-4f63-a23d-45f4c1ef6252,dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,1,349.0,0,349.0
ef2b03e0-0e5b-4328-ab7a-523ea71dc051,b1c80969-72da-4793-a63c-36c18bd0d625,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,1,425.0,0,425.0
d772aea9-ec14-4855-94d9-6516897a68c9,ee1db5ee-f480-4b7b-91d5-d62b1c45cd81,134c6c92-ec5b-427c-9fde-4fbf3ff350bf,1,599.0,0,599.0
3bc6c4e2-6dd5-446e-ab2f-4642db6fca27,00a53ee7-3fc3-4d4c-b6ae-71ce2591855b,dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,1,749.0,0,749.0
ad5ae575-565d-4ed0-b9b0-5c644e85661e,00a53ee7-3fc3-4d4c-b6ae-71ce2591855b,310c0c00-3fa7-4104-9bf9-0e27dc96925e,1,749.0,0,749.0
ddbd67b1-4279-41cc-a7b8-041467b80731,fe39fe8d-05f0-404a-896e-5e776b766741,0f844fef-1931-49ee-a56c-0941fbf24050,1,499.0,0,499.0
908bb7f9-9d91-41b2-9ea6-23257e91eec8,d8a29687-d5fd-4cce-9627-a8eeff7d485c,1825bc54-30be-445f-a835-14f2ceb81f9d,1,599.99,0,599.99
6160ac3c-fe6f-4cf7-86db-51d3731baedd,6b25e1e9-fa78-4472-9c49-73a490c9e728,a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,1,109.0,0,109.0
be65f35d-b180-474c-b8db-aad1a0db05fa,4758f609-f2d2-4f14-af3a-e9ef663b28bc,dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,1,349.0,0,349.0
c3182415-0dad-4c7b-a666-93e381d9beae,e86b063d-80cd-4f52-854a-4d99d999e026,2a25a888-0f02-4ad0-a706-7ef466aa9385,1,199.0,0,199.0
c31844cf-4872-4a99-9863-7fe1d6c69578,e2e58a89-488c-4a64-b61b-c766878644b9,dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,1,225.0,0,225.0
67f914fe-faf8-46f7-a5ec-4cf254861b41,e2e58a89-488c-4a64-b61b-c766878644b9,680ac07a-2a93-4d62-bc83-5dc0d9441fa5,1,225.0,0,225.0
c22b2c5a-1477-4a83-bc3f-394ceefed351,929a7800-1f84-4586-b5d1-f63bb901aec9,03c72ba8-d605-4770-8a63-f881ffd0f9d5,1,259.0,0,259.0
50a37369-e384-4b3b-9ec6-cb21bd76b92b,96dae0bb-08cd-4d26-ad60-3651818edbdf,b92da22b-21df-406f-8a0b-3c3336d8393a,1,1299.99,0,1299.99
8373c5c7-1112-466c-8f0b-104da803abf2,1d1a0d83-f2d8-4392-b4a6-a03c5d844714,134c6c92-ec5b-427c-9fde-4fbf3ff350bf,1,189.99,0,189.99
446e164a-bce1-4224-ace4-70afe63c112e,1d1a0d83-f2d8-4392-b4a6-a03c5d844714,a748dbcf-ac61-4e63-8dde-29a6baa4b71a,1,189.99,0,189.99
c6c50ec4-ef34-4f0d-91b2-dd0f64bf4bff,c0036851-a0b6-4808-9305-482b1d240480,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,1,425.0,0,425.0
936c9d62-393f-4137-b585-ffbf4e86fd9c,88c05a8b-418a-4b2e-b52e-1768c2171498,03c72ba8-d605-4770-8a63-f881ffd0f9d5,1,259.0,0,259.0
4fd7e25d-bd56-42ab-bf31-7011a7eed52d,c1f60027-2ced-476e-92bb-9866ff933b6d,ccf3a171-56dc-4907-ba6c-34ab6712303a,1,349.0,0,349.0
2390f607-0084-48f5-9336-980ee4b7405a,c1f60027-2ced-476e-92bb-9866ff933b6d,dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,1,349.0,0,349.0
1ce1f3af-6c22-467b-ba4e-df5a8471a52c,cc80543a-fb1f-45e8-ac9e-7b8763a6b06f,766ecb15-474e-4c19-aef9-12766c006f61,1,159.0,0,159.0
d8386f30-b70b-4a21-9d72-8d568e39d3e8,39485a8a-d422-4f59-83f9-7e6074e8fa93,63f2ae24-fc3d-4348-808d-4127610461e3,1,49.0,0,49.0
0cf24f5a-aed5-4726-9fff-8f802e0182a2,c18918c6-99a2-4e9a-b17d-c180e17adfd9,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,1,425.0,0,425.0
f75820c1-7eec-4024-8897-2af543d4d1a6,7ef32adc-d04f-475a-bd06-cba89aff0070,7914c120-c8dc-419f-be35-11287900f7f9,1,139.5,0,139.5
09fb57f0-3934-4ab6-921b-37301011d01a,f3c7f5f2-0dd1-4aa2-9956-6b19321e746b,03c72ba8-d605-4770-8a63-f881ffd0f9d5,1,259.0,0,259.0
cca324c6-1902-4277-be06-ba7d16933dc7,e27d114a-05e5-4cf0-9771-ab1dd7e58438,93829b43-922f-415a-a1e3-db63ef7ddc76,1,349.0,0,349.0
3b1e27d9-997f-44d6-8829-f373699f96c9,3887e814-0876-48b5-ac3f-6c13275ec353,766ecb15-474e-4c19-aef9-12766c006f61,1,159.0,0,159.0
89e88154-9340-4e4b-a86d-17da29e0a292,4e617940-cd16-4eab-b2c8-b62945dc9a48,dd2467ac-778e-4db3-a93d-ffbc6c6fa611,1,899.0,0,899.0
7a728c7a-828f-4c01-853a-cb893ca5948f,754fb7dd-a18f-4968-a6c6-2fc87ef83fa6,7914c120-c8dc-419f-be35-11287900f7f9,1,139.5,0,139.5
69d883ab-3088-47f9-a7d1-8340077032d9,d4169bcc-392d-47cc-b7c0-b19af9890d55,680ac07a-2a93-4d62-bc83-5dc0d9441fa5,1,225.0,0,225.0
7130de2d-248e-47d7-b8b8-8a896963acba,77bd8a18-54d3-454d-8233-5b064e31fb70,db20a56e-dc81-4fe7-8eda-8bbb71710434,1,799.0,0,799.0
c45dab85-533c-46b1-8007-7ab1dfc1ae68,77bd8a18-54d3-454d-8233-5b064e31fb70,c0e9ab30-ed26-42e9-97e0-11b7f8102383,1,799.0,0,799.0
f7f4c985-23c0-4ef5-b039-50c00dbab3c3,b0a20005-981f-41de-8332-002227e76f64,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,1,425.0,0,425.0
5c9e1568-2d48-45bc-97b7-5676ffd3af32,d10ab4cb-eab4-41de-81cf-509da0ac2cd1,23e2fcb4-72d8-467d-894a-05e430b187ef,1,289.0,0,289.0
8c4db74a-caab-4bd9-abe0-1de07bf918f0,ed5ef65e-e266-4f5e-9ea7-3968845cd76e,23e2fcb4-72d8-467d-894a-05e430b187ef,1,289.0,0,289.0
11faf750-b61e-4e5d-873e-21b2a50cb05b,8b87760e-8e59-4128-8cfd-400c9a331379,c0e9ab30-ed26-42e9-97e0-11b7f8102383,1,799.0,0,799.0
d315d93d-78b6-4612-b7ab-81ef3abbc7cc,cf5676e4-3baa-499a-890c-5f871a1d2340,dd2467ac-778e-4db3-a93d-ffbc6c6fa611,1,899.0,0,899.0
4cb62fb0-e79b-486f-802d-55ff6d5ac9ee,61bb1395-4a6d-441b-9f34-b1456b6b6654,7914c120-c8dc-419f-be35-11287900f7f9,1,329.0,0,329.0
36418a2e-0f00-4b33-8d68-d6e096603485,61bb1395-4a6d-441b-9f34-b1456b6b6654,a748dbcf-ac61-4e63-8dde-29a6baa4b71a,1,329.0,0,329.0
70f8c810-4272-4442-a701-24c57a18b38f,61bb1395-4a6d-441b-9f34-b1456b6b6654,db20a56e-dc81-4fe7-8eda-8bbb71710434,1,329.0,0,329.0
45eece4b-3c70-4e2a-973d-5f9a8d4379db,c6406b52-cdef-4ef2-89c3-9ca741b419ca,1825bc54-30be-445f-a835-14f2ceb81f9d,1,599.99,0,599.99
8a46d480-b81a-44a3-84cb-5c682319594f,630ee896-63e6-47a2-8230-a8901ef736ef,b92da22b-21df-406f-8a0b-3c3336d8393a,1,1299.99,0,1299.99
dc1099a1-693f-4289-a28f-17ea6716a5cf,389f41c4-049b-41b0-b583-d0cc01a1f7da,23e2fcb4-72d8-467d-894a-05e430b187ef,1,289.0,0,289.0
b308f5ca-7bd0-459d-a874-7773ed83cef6,f857b817-cb59-475c-9f7d-b347341b05bb,a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,1,109.0,0,109.0
ad4ff658-8fc6-4d4c-a2a7-ce6f809e5093,75db1f02-cd17-422f-935f-6ad75f30e7b8,dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,1,349.0,0,349.0
59f4b244-6946-49fc-accb-d26f69ecaf22,2dfb4382-1644-428f-8cc2-f6e03fb89d57,134c6c92-ec5b-427c-9fde-4fbf3ff350bf,1,599.0,0,599.0
b0b72767-7fe5-46cc-a2cc-920cfea2477d,32410617-df52-4f0a-8c8a-8d840c888da5,db20a56e-dc81-4fe7-8eda-8bbb71710434,1,329.0,0,329.0
